,pIC50,standard_units,molecule_dictionary.chembl_id,canonical_smiles
1918,8.299988937677888,nM,CHEMBL271532,CN1CCN(CCCNc2c(Br)cccc2Nc2ncnc3ccncc23)CC1
1919,5.309999839831227,nM,CHEMBL271540,CN(C)c1ccc(Nc2ncnc3ccncc23)c(N)c1
1920,8.260032303240491,nM,CHEMBL271587,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCCN(C)C
1921,7.590066876668706,nM,CHEMBL271617,Nc1cc(Br)ccc1Nc1ncnc2ccncc12
1922,8.029978734171634,nM,CHEMBL271623,OCCN(CCO)CCNc1c(Br)cccc1Nc1ncnc2ccncc12
1923,9.0,nM,CHEMBL271705,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc1ccccn1
1924,9.040005161671584,nM,CHEMBL272187,Brc1cccc(Nc2ncnc3ccncc23)c1NCCc1c[nH]cn1
1925,6.599997654072045,nM,CHEMBL272258,Nc1ccccc1Nc1ncnc2ccncc12
1926,7.849857838151442,nM,CHEMBL272477,OCN(CO)c1c(Br)cccc1Nc1ncnc2ccncc12
1927,8.14002155835798,nM,CHEMBL272634,NNc1c(Br)cccc1Nc1ncnc2ccncc12
1928,9.289967300934247,nM,CHEMBL272865,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCn1ccnc1
1929,8.260032303240491,nM,CHEMBL272895,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCCN1CCOCC1
1930,7.853871964321762,nM,CHEMBL272935,CN1CCN(CCCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1
1931,6.610001577392668,nM,CHEMBL273116,Nc1ccccc1Nc1ncnc2cc(Br)ncc12
1932,6.031517051446065,nM,CHEMBL274732,COCCN(C)CCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1
1933,10.154901959985745,nM,CHEMBL275762,O=C(CCl)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1
1934,8.0,nM,CHEMBL276154,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC1CCN(C)CC1
1935,8.744727494896694,nM,CHEMBL27685,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1
1936,8.823908740944319,nM,CHEMBL27688,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1
1937,4.124938736608301,nM,CHEMBL277430,Cc1ccc(N(C(=O)c2ccccc2)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1
1938,4.0,nM,CHEMBL277667,CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O
1939,4.309803919971487,nM,CHEMBL278287,Cc1ccc(N(C)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1
1940,4.045757490560676,nM,CHEMBL279035,O=C(O)c1ccc(NN2C(=O)c3c(c4c5cccc(O)c5n(C5OC(CO)C(O)C(O)C5O)c4c4[nH]c5c(O)cccc5c34)C2=O)cc1
1941,5.657577319177794,nM,CHEMBL279138,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
1942,6.346787486224656,nM,CHEMBL279459,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCNCC1
1943,4.537602002101044,nM,CHEMBL279481,O=C1NC(=O)c2c1c1c3cccc(O)c3[nH]c1c1[nH]c3c(O)cccc3c21
1944,3.356547323513813,nM,CHEMBL280074,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
1945,9.161150909262744,nM,CHEMBL280757,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1
1946,4.584308989059277,nM,CHEMBL280998,Oc1ccccc1O
1947,6.42620041778426,nM,CHEMBL281467,C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
1948,8.568636235841012,nM,CHEMBL281543,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1
1949,6.3979400086720375,nM,CHEMBL281872,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1
1950,6.0,nM,CHEMBL281990,COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCN(C)CC1
1951,6.698970004336019,nM,CHEMBL283088,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCN(C)CC1
1952,7.346787486224656,nM,CHEMBL283201,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(CN(C)C)c(Br)c3)c2c1
1953,9.1249387366083,nM,CHEMBL28418,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1
1954,8.18045606445813,nM,CHEMBL284326,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1
1955,8.588308536780376,nM,CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
1956,7.0,nM,CHEMBL286160,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC
1957,8.522878745280337,nM,CHEMBL286343,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1
1958,5.424535034261978,nM,CHEMBL287022,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1
1959,6.011441043121385,nM,CHEMBL289787,COc1cccc2c(Nc3cccc(Br)c3)ncnc12
1960,6.46344155742847,nM,CHEMBL289959,c1ccc(Nc2ncnc3ccccc23)cc1
1961,6.211831628858833,nM,CHEMBL290106,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
1962,6.455931955649724,nM,CHEMBL290389,COc1cc(/C=C(\C#N)C(N)=O)cc(Sc2nc3ccccc3s2)c1O
1963,4.397940008672038,nM,CHEMBL291313,N#CC(C#N)=C1C(=O)Nc2ccc([N+](=O)[O-])cc21
1964,5.004364805402451,nM,CHEMBL291359,CC(=O)Oc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC(C)=O)c4n3C)n(C)c12
1965,7.744727494896694,nM,CHEMBL291496,Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1
1966,7.102372908709559,nM,CHEMBL291514,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1
1967,6.164943898279884,nM,CHEMBL291701,Fc1ccc2c(Nc3cccc(Br)c3)ncnc2n1
1968,7.489257731651705,nM,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC
1969,4.266802734893432,nM,CHEMBL291979,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21
1970,5.366531544420414,nM,CHEMBL291986,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCN(c2ccccc2)CC1
1971,5.187086643357145,nM,CHEMBL292323,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12
1972,2.920818753952376,nM,CHEMBL292648,N#CC(C#N)=C1CCCc2c(O)cccc21
1973,7.031517051446065,nM,CHEMBL293064,CCN(CC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
1974,8.096910013008056,nM,CHEMBL293090,CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
1975,4.392544976785333,nM,CHEMBL293250,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(O)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(O)ccc21
1976,4.943095148663528,nM,CHEMBL293251,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Br)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Br)ccc21
1977,6.070581074285707,nM,CHEMBL293261,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1
1978,3.2740883677049526,nM,CHEMBL293482,N#CC(C#N)=Cc1ncc[nH]1
1979,6.301029995663981,nM,CHEMBL293584,N#CC(C#N)=C1CCc2cc(O)c(O)cc21
1980,5.366531544420414,nM,CHEMBL293889,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21
1981,4.356547323513813,nM,CHEMBL293913,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21
1982,4.0,nM,CHEMBL293986,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3c(Cl)cccc3n2C)c(C(=O)Nc2ccccc2)c2c(Cl)cccc21
1983,6.275724130399212,nM,CHEMBL293991,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21
1984,2.6575773191777943,nM,CHEMBL294213,N#CC(C#N)=Cc1ccc2[nH]ccc2c1
1985,7.214670164989233,nM,CHEMBL294395,COCCN(CCOC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
1986,9.090016305060155,nM,CHEMBL294475,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1
1987,2.7447274948966958,nM,CHEMBL294681,C[S+]([O-])c1ccc(C=C(C#N)C#N)cc1
1988,8.397940008672037,nM,CHEMBL295961,CNc1ccc2cncnc2c1
1989,8.958607314841775,nM,CHEMBL296168,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1
1990,5.048455006504028,nM,CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O
1991,6.897223385116559,nM,CHEMBL29641,COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC
1992,5.217742426336699,nM,CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
1993,5.508638306165728,nM,CHEMBL296582,O=C(NCc1ccccc1)c1cc2cc(O)c(O)cc2cn1
1994,8.795880017344075,nM,CHEMBL297968,C=CC(=O)Nc1ccc2c(Nc3cccc(C)c3)ncnc2c1
1995,7.2839966563652,nM,CHEMBL298637,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1
1996,6.142667503568732,nM,CHEMBL298679,COc1ccc(NC(=O)Nc2nc3nc(NCCCN4CCN(C)CC4)ncc3cc2-c2c(Cl)cccc2Cl)cc1
1997,2.8297382846050434,nM,CHEMBL298810,N#CC(C#N)=Cc1cc[nH]n1
1998,7.759950227887352,nM,CHEMBL298931,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1
1999,5.2076083105017466,nM,CHEMBL299026,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1
2000,5.060480747381382,nM,CHEMBL299194,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1
2001,9.110026361596004,nM,CHEMBL299622,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1
2002,7.148741651280925,nM,CHEMBL299672,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1
2003,4.0,nM,CHEMBL299707,COc1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1
2004,4.301029995663981,nM,CHEMBL299763,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1
2005,8.630042392653946,nM,CHEMBL299881,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1
2006,8.301029995663981,nM,CHEMBL299893,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO
2007,6.238072161579471,nM,CHEMBL300083,Nc1cc2ncnc(NCc3ccccc3)c2cn1
2008,8.0,nM,CHEMBL300491,COc1ccc2cncnc2c1
2009,8.0,nM,CHEMBL300791,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCN(C)CC1
2010,6.409078206027614,nM,CHEMBL301018,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC
2011,7.568636235841013,nM,CHEMBL301359,c1ccc2ncncc2c1
2012,5.8928430512878,nM,CHEMBL301483,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl
2013,6.580044251510243,nM,CHEMBL301549,COc1ccc2c(Nc3cccc(Br)c3)ncnc2n1
2014,6.8464660246693505,nM,CHEMBL301612,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21
2015,7.657577319177793,nM,CHEMBL302552,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1
2016,7.249954687988232,nM,CHEMBL3040455,CSCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
2017,7.835349784065704,nM,CHEMBL3040543,O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)CC(F)(F)F
2018,7.27843668164252,nM,CHEMBL3040548,C[S+]([O-])CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
2019,8.567030709125595,nM,CHEMBL3040566,NS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
2020,7.808548985535104,nM,CHEMBL3040597,CS(=O)(=O)NCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
2021,7.376750709602099,nM,CHEMBL3040806,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCO5)c2)cc1
2022,8.698970004336019,nM,CHEMBL3040861,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1
2023,7.568636235841013,nM,CHEMBL3040910,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1
2024,9.346787486224656,nM,CHEMBL304271,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1
2025,4.981286751029689,nM,CHEMBL304414,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21
2026,6.3872161432802645,nM,CHEMBL304971,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
2027,7.537602002101044,nM,CHEMBL305194,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
2028,8.55284196865778,nM,CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
2029,6.252510507741327,nM,CHEMBL305660,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
2030,6.7447274948966935,nM,CHEMBL305782,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O
2031,5.721246399047171,nM,CHEMBL306029,Cc1[nH]c2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1C
2032,6.068636235841013,nM,CHEMBL306081,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1C
2033,8.221848749616356,nM,CHEMBL306315,Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1
2034,7.026872146400302,nM,CHEMBL306732,CN(C)c1ccc(Nc2ncnc3cc(-c4ccccc4)sc23)cc1
2035,3.301029995663982,nM,CHEMBL306988,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1
2036,6.2441251443275085,nM,CHEMBL307026,Cc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1
2037,6.086186147616283,nM,CHEMBL307062,Cc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1
2038,5.910094888560602,nM,CHEMBL307145,Oc1cccc(O)c1O
2039,7.017728766960432,nM,CHEMBL307209,Clc1cccc(Nc2ncnc3[nH]c(-c4ccccc4)c(-c4ccccc4)c23)c1
2040,3.4881166390211265,nM,CHEMBL307250,COc1cc(/C=C(\C#N)C(=O)O)ccc1O
2041,5.0,nM,CHEMBL307481,O=[N+]([O-])/C=C/c1ccc(O)cc1
2042,5.6777807052660805,nM,CHEMBL307599,Cc1ccc(Nc2ncnc3[nH]c(C)c(C)c23)cc1
2043,3.096910013008057,nM,CHEMBL308048,N#C/C(=C\c1ccc(O)cc1)C(N)=O
2044,2.8239087409443187,nM,CHEMBL308133,O=C(O)C(=Cc1ccc(O)cc1)C(=O)O
2045,2.8538719643217627,nM,CHEMBL308339,N#CC(C#N)=C1C(=O)NC(=O)NC1=O
2046,9.0,nM,CHEMBL308498,CC(C)(CO)NCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
2047,6.269217724333611,nM,CHEMBL3085277,C[C@H](Nc1ncnc2c1sc1ccccc12)c1ccccc1
2048,8.045757490560675,nM,CHEMBL3085374,COc1cc2ncnc(C#C[C@](C)(O)Cc3ccccc3)c2cc1OC
2049,7.481486060122113,nM,CHEMBL3085375,COc1cc2ncnc(C#C[C@@](C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OC
2050,8.522878745280337,nM,CHEMBL3085376,CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)Cc1ccccc1
2051,5.136677139879545,nM,CHEMBL3085377,CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)c1ccccc1
2052,5.920818753952375,nM,CHEMBL3085378,CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)CCc1ccccc1
2053,6.698970004336019,nM,CHEMBL3085379,CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)Cc1ccncc1
2054,5.958607314841776,nM,CHEMBL3085380,CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)CC1CCCCC1
2055,6.886056647693163,nM,CHEMBL3085381,CCN(CC)[C@@](C)(CCc1ncnc2cc(OC)c(OC)cc12)Cc1ccccc1
2056,6.259637310505757,nM,CHEMBL308582,Cc1[nH]c2ncnc(Nc3cccc(F)c3)c2c1C
2057,6.638272163982407,nM,CHEMBL308593,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1-c1ccccc1
2058,7.255707016877324,nM,CHEMBL3086103,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C(F)(F)F)c4)nc32)C1
2059,7.448550002027125,nM,CHEMBL3086104,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nc32)C1
2060,7.767003889607846,nM,CHEMBL3086105,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nc32)C1
2061,8.142667503568731,nM,CHEMBL3086106,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)C1
2062,8.327902142064282,nM,CHEMBL308645,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
2063,6.346787486224656,nM,CHEMBL308672,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1
2064,7.790484985457369,nM,CHEMBL3087193,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(C5CCN(C)CC5)cc4)nc32)C1
2065,7.384049948343599,nM,CHEMBL3087194,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(CCN5CCN(C)CC5)cc4)nc32)C1
2066,7.009217308196862,nM,CHEMBL3087195,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4cccc(N5CCN(C)CC5)c4)nc32)C1
2067,7.536107011014093,nM,CHEMBL3087196,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1
2068,6.6281935414925846,nM,CHEMBL3087197,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccccc4)nc32)C1
2069,7.818156412055227,nM,CHEMBL3087198,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
2070,7.231361898752386,nM,CHEMBL3087199,C=CC(=O)N1CC[C@H](N2C(=O)N(C3CCCC3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
2071,7.367542707815276,nM,CHEMBL3087200,C=CC(=O)N1CC[C@H](N2C(=O)N(C3CCCCC3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
2072,6.063486257521108,nM,CHEMBL3087201,C=CC(=O)N1CC[C@H](N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
2073,6.279840696594043,nM,CHEMBL3087202,C=CC(=O)N1CC[C@H](N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
2074,6.970210529168145,nM,CHEMBL3087204,C=CC(=O)N1CC[C@@H](N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
2075,8.05551732784983,nM,CHEMBL3087205,C=CC(=O)N1CC[C@H](N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
2076,7.394694953858891,nM,CHEMBL3087206,C=CC(=O)N1CCC[C@@H](N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
2077,6.69015699528393,nM,CHEMBL3087207,C=CC(=O)N1CCC[C@H](N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
2078,6.842845560093719,nM,CHEMBL3087208,C=CC(=O)N1CCC(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)CC1
2079,6.1496601454165205,nM,CHEMBL3087209,C=CC(=O)NC1CCC(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)CC1
2080,5.086716098239583,nM,CHEMBL3088218,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccncc1)c1ccc(Br)cc1
2081,6.366531544420414,nM,CHEMBL3088219,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccc(N)cc1)c1ccc(Br)cc1
2082,6.6777807052660805,nM,CHEMBL3088220,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccc(O)cc1)c1ccc(Br)cc1
2083,5.723538195826756,nM,CHEMBL3088221,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccccc1N)c1ccc(Br)cc1
2084,5.58838029403677,nM,CHEMBL3088222,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccccc1O)c1ccc(Br)cc1
2085,4.904830648568245,nM,CHEMBL3088223,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccc(Cl)cc1)c1ccc(Br)cc1
2086,5.212539525481585,nM,CHEMBL3088224,Cc1ccc(C(=O)N/N=C(/Cn2c([N+](=O)[O-])cnc2C)c2ccc(Br)cc2)cc1
2087,4.999132278468774,nM,CHEMBL3088225,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccccc1)c1ccc(Br)cc1
2088,5.102372908709559,nM,CHEMBL309016,COc1cc(/C=C/[N+](=O)[O-])ccc1O
2089,5.267606240177031,nM,CHEMBL309075,NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1
2090,6.155522824254319,nM,CHEMBL3092297,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(F)CC1
2091,6.066006836168758,nM,CHEMBL3092298,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(F)(F)CC1
2092,6.053547734986927,nM,CHEMBL3092299,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCCC(F)(F)C1
2093,5.7657358756212105,nM,CHEMBL3092300,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC2(CC1)OCCO2
2094,6.576754126063193,nM,CHEMBL3092301,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(N2CCCC2)CC1
2095,6.517126416391246,nM,CHEMBL3092302,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(CCO)CC1
2096,6.480172006224281,nM,CHEMBL3092303,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCN(CCO)CC1
2097,6.634512015109101,nM,CHEMBL3092304,C#CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
2098,6.393618634889395,nM,CHEMBL3092305,COC(=O)/C=C/CNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
2099,6.197226274708024,nM,CHEMBL3092306,CN(C)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
2100,6.437707135543525,nM,CHEMBL3092307,CCN(CC)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
2101,7.167491087293763,nM,CHEMBL3092308,O=C(NCCN1CCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
2102,6.782516055786094,nM,CHEMBL3092309,O=C(NCCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
2103,7.086186147616283,nM,CHEMBL3092310,O=C(NCCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
2104,6.705533773838408,nM,CHEMBL3092311,COCCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
